AL,cool_stuff,2017,9,2017-09-01,2,2,0,0,100.000000,0.000000,28.5,27,-1.5,-1,-2,2,-1.5,0,0,0,5,5,NULL
AL,cool_stuff,2018,8,2018-08-01,1,1,0,0,100.000000,0.000000,25,12,-13,-13,-13,1,-13,0,0,0,5,5,NULL
AL,dvds_blu_ray,2018,3,2018-03-01,1,1,0,0,100.000000,0.000000,28,25,-3,-3,-3,1,-3,0,0,0,5,5,NULL
AL,electronics,2017,12,2017-12-01,1,1,0,0,100.000000,0.000000,34,12,-22,-22,-22,1,-22,0,0,0,5,5,NULL
AL,electronics,2018,5,2018-05-01,1,1,0,0,100.000000,0.000000,31,20,-11,-11,-11,1,-11,0,0,0,5,5,NULL
AL,electronics,2018,6,2018-06-01,1,1,0,0,100.000000,0.000000,34,16,-18,-18,-18,1,-18,0,0,0,5,5,NULL
AL,fashion_bags_accessories,2018,8,2018-08-01,1,1,0,0,100.000000,0.000000,43,21,-22,-22,-22,1,-22,0,0,0,5,5,NULL
AL,fashion_shoes,2017,3,2017-03-01,1,1,0,0,100.000000,0.000000,38,16,-22,-22,-22,1,-22,0,0,0,5,5,NULL
AL,fashion_shoes,2017,7,2017-07-01,1,0,1,0,0.000000,100.000000,41,52,11,11,11,0,NULL,0,1,0,1,NULL,1
AL,fixed_telephony,2017,5,2017-05-01,1,2,0,0,200.000000,0.000000,32,22,-10,-10,-10,2,-10,0,0,0,4,4,NULL
AL,housewares,2017,5,2017-05-01,1,1,0,0,100.000000,0.000000,33,28,-5,-5,-5,1,-5,0,0,0,2,2,NULL
AL,housewares,2017,11,2017-11-01,1,2,0,0,200.000000,0.000000,30,16,-14,-14,-14,2,-14,0,0,0,2,2,NULL
AL,market_place,2017,2,2017-02-01,1,1,0,0,100.000000,0.000000,39,30,-9,-9,-9,1,-9,0,0,0,5,5,NULL
AL,market_place,2018,3,2018-03-01,1,2,0,0,200.000000,0.000000,27,7,-20,-20,-20,2,-20,0,0,0,1,1,NULL
AL,musical_instruments,2018,8,2018-08-01,1,1,0,0,100.000000,0.000000,38,12,-26,-26,-26,1,-26,0,0,0,5,5,NULL
AL,office_furniture,2018,5,2018-05-01,1,1,0,0,100.000000,0.000000,41,36,-5,-5,-5,1,-5,0,0,0,5,5,NULL
AL,perfumery,2017,12,2017-12-01,1,1,0,0,100.000000,0.000000,40,22,-18,-18,-18,1,-18,0,0,0,4,4,NULL
